Workclass,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country,Target,Age,Capital Gain,Capital Loss,age_binary
Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,<=50K,34,0,0,0
Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K,52,0,213,1
,HS-grad,9,Married-civ-spouse,,Husband,White,Male,55,United-States,<=50K,58,0,0,1
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K,16,0,0,0
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,47,0,0,1
Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,52,0,0,1
Private,Some-college,10,Never-married,Other-service,Other-relative,Black,Female,30,Haiti,<=50K,27,0,0,0
Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,>50K,29,0,0,0
Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,71,0,0,1
Private,7th-8th,4,Divorced,Craft-repair,Unmarried,White,Female,55,United-States,<=50K,31,0,0,0
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Other,Male,32,United-States,>50K,40,0,0,0
Private,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,>50K,27,0,0,0
Private,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,40,El-Salvador,<=50K,14,0,0,0
Private,Some-college,10,Separated,Sales,Not-in-family,White,Male,40,United-States,<=50K,20,0,0,0
State-gov,Some-college,10,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,73,0,0,1
Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,21,0,0,0
Self-emp-not-inc,Some-college,10,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,72,0,0,1
Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,15,United-States,<=50K,26,0,0,0
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,48,8614,0,1
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,>50K,70,0,0,1
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,44,0,0,1
Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,43,0,0,1
Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,13,0,0,0
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,30,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,52,0,0,1
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,67,0,0,1
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,65,0,0,1
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,31,2580,0,0
Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,11,0,1902,0
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,15,0,0,0
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,44,15024,0,1
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,19,3908,0,0
Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,62,0,0,1
Private,10th,6,Never-married,Other-service,Own-child,White,Female,28,United-States,<=50K,24,0,0,0
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,41,0,0,0
Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,49,0,0,1
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,Cambodia,>50K,37,0,0,0
Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,>50K,18,0,0,0
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,United-States,>50K,42,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,63,0,0,1
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,34,0,0,0
Private,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,40,United-States,<=50K,16,0,0,0
Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,19,0,0,0
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,46,0,0,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,27,0,0,0
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,>50K,38,0,0,0
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,55,0,0,1
Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,4,United-States,>50K,40,20051,0,0
Private,Masters,14,Never-married,Protective-serv,Not-in-family,White,Male,16,United-States,<=50K,15,0,0,0
Private,Masters,14,Divorced,Exec-managerial,Unmarried,Black,Female,60,United-States,>50K,70,0,0,1
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,32,0,0,0
Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,50,Cuba,<=50K,40,0,0,0
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Mexico,>50K,73,0,0,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,40,United-States,<=50K,66,0,0,1
Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,21,0,0,0
State-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,40,United-States,<=50K,61,2174,0,1
Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Other,Male,40,Puerto-Rico,<=50K,25,0,0,0
Local-gov,12th,8,Married-civ-spouse,Other-service,Other-relative,White,Female,35,Mexico,<=50K,25,0,0,0
Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States,>50K,23,0,0,0
Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,33,United-States,<=50K,38,0,0,0
Private,9th,5,Never-married,Other-service,Own-child,White,Female,38,El-Salvador,<=50K,47,0,0,1
Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,40,Canada,<=50K,29,0,0,0
Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K,16,0,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,64,0,0,1
Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,50,United-States,<=50K,54,0,0,1
Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,25,0,0,0
Self-emp-not-inc,9th,5,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,50,Columbia,<=50K,27,3411,0,0
,Bachelors,13,Never-married,,Not-in-family,Asian-Pac-Islander,Male,35,United-States,<=50K,72,0,0,1
Private,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Female,40,United-States,<=50K,23,0,0,0
Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,66,0,0,1
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,72,,<=50K,49,0,0,1
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Cuba,>50K,68,0,0,1
Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,66,0,0,1
State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,58,0,0,1
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,48,,<=50K,48,0,0,1
Private,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Female,40,United-States,<=50K,39,0,0,0
Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,71,0,0,1
Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,23,0,0,0
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,67,0,0,1
Local-gov,9th,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,Trinadad&Tobago,>50K,50,0,0,1
Federal-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,>50K,66,0,0,1
,Some-college,10,Married-civ-spouse,,Wife,White,Female,4,United-States,<=50K,50,0,0,1
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,63,0,0,1
Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,61,0,0,1
Private,Some-college,10,Never-married,Other-service,Unmarried,White,Male,35,Mexico,<=50K,40,0,0,0
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,42,0,0,0
Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,35,United-States,<=50K,66,0,0,1
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,United-States,>50K,71,0,0,1
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,50,0,0,1
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,48,0,0,1
Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,46,0,0,1
Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,25,United-States,<=50K,33,0,0,0
Private,Some-college,10,Never-married,Sales,Own-child,White,Male,35,United-States,<=50K,60,0,0,1
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,50,United-States,<=50K,45,0,0,1
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,37,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,<=50K,16,0,0,0
Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,50,United-States,>50K,57,0,0,1
Federal-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,34,3103,0,0
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,69,0,0,1
Private,10th,6,Divorced,Other-service,Unmarried,White,Female,45,United-States,<=50K,44,0,0,1
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,36,0,0,0
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K,42,5178,0,0
,Assoc-voc,11,Married-civ-spouse,,Husband,White,Male,54,United-States,>50K,50,0,0,1
,12th,8,Married-civ-spouse,,Husband,White,Male,24,United-States,<=50K,40,0,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,64,0,0,1
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,47,0,0,1
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,43,0,0,1
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,25,2354,0,0
Private,HS-grad,9,Never-married,Priv-house-serv,Own-child,White,Male,40,United-States,<=50K,46,0,0,1
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,44,0,0,1
Self-emp-not-inc,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,52,0,0,1
Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K,60,0,0,1
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,49,0,0,1
,7th-8th,4,Never-married,,Not-in-family,White,Female,40,Mexico,<=50K,21,0,0,0
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,58,4386,0,1
Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,40,United-States,<=50K,28,0,0,0
Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Female,40,United-States,<=50K,27,0,0,0
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,45,United-States,<=50K,64,0,0,1
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,46,0,0,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,54,0,0,1
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,38,United-States,<=50K,27,0,0,0
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K,15,0,0,0
Local-gov,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,50,0,0,1
Private,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K,63,0,0,1
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,66,United-States,<=50K,24,0,0,0
State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,30,0,1740,0
Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,18,0,0,0
Private,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,65,0,0,1
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,44,7298,0,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,48,United-States,<=50K,40,4386,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,12,0,0,0
Private,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,Black,Female,56,United-States,<=50K,13,0,0,0
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K,67,0,1974,1
Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,<=50K,32,2580,0,0
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,41,0,0,0
,HS-grad,9,Married-civ-spouse,,Husband,White,Male,40,United-States,<=50K,64,0,0,1
Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,28,0,0,0
Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,38,United-States,<=50K,18,0,0,0
,9th,5,Married-civ-spouse,,Husband,White,Male,2,United-States,<=50K,20,0,0,0
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,50,,>50K,26,0,0,0
Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,61,0,0,1
Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,21,0,0,0
,Some-college,10,Never-married,,Other-relative,White,Female,30,United-States,<=50K,59,0,0,1
Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,14,0,0,0
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,56,0,0,1
Private,Assoc-voc,11,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,40,,<=50K,22,0,0,0
Private,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,66,0,0,1
Private,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,Female,40,United-States,<=50K,47,0,0,1
Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,70,United-States,<=50K,19,0,0,0
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,White,Female,40,United-States,<=50K,23,0,0,0
Local-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,61,0,0,1
Self-emp-inc,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,38,0,0,0
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,53,0,0,1
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,38,0,0,0
Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,31,0,1977,0
Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,56,United-States,<=50K,46,0,0,1
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,25,United-States,<=50K,14,0,0,0
Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,38,0,0,0
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,39,0,0,0
Self-emp-inc,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,45,United-States,<=50K,66,0,0,1
,HS-grad,9,Widowed,,Not-in-family,White,Female,15,United-States,<=50K,48,0,0,1
Local-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,67,0,0,1
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,65,0,0,1
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,28,0,0,0
Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,54,United-States,>50K,20,7688,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15,United-States,>50K,56,0,0,1
Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,55,United-States,<=50K,46,0,0,1
State-gov,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,20,United-States,<=50K,17,0,0,0
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K,21,0,0,0
,11th,7,Never-married,,Own-child,White,Male,25,United-States,<=50K,29,0,0,0
Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,32,0,0,0
Private,9th,5,Never-married,Other-service,Own-child,White,Male,16,United-States,<=50K,29,0,0,0
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,36,0,0,0
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,8,United-States,<=50K,20,0,0,0
Private,11th,7,Married-spouse-absent,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,40,Mexico,<=50K,54,0,0,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,64,0,0,1
Private,Some-college,10,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K,58,0,0,1
Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,<=50K,44,0,0,1
Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,55,Scotland,<=50K,19,0,0,0
Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,48,0,0,1
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,>50K,11,0,0,0
Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,60,United-States,<=50K,21,0,0,0
Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,40,0,0,0
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,47,0,0,1
Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,72,0,0,1
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,>50K,56,7688,0,1
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,>50K,34,0,0,0
Private,11th,7,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K,52,0,0,1
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,60,0,0,1
Private,HS-grad,9,Widowed,Sales,Unmarried,White,Female,12,United-States,<=50K,71,2329,0,1
Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,69,0,0,1
Private,Some-college,10,Never-married,Sales,Own-child,White,Female,25,United-States,<=50K,46,0,0,1
State-gov,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,13,0,0,0
Private,Some-college,10,Never-married,Sales,Own-child,White,Male,15,United-States,<=50K,58,0,1602,1
Private,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,35,United-States,<=50K,50,0,0,1
Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,50,United-States,>50K,48,0,0,1
Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,<=50K,19,0,0,0
Federal-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,42,0,0,0
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,>50K,55,0,0,1
Without-pay,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,12,Philippines,<=50K,15,0,0,0
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,<=50K,52,0,0,1
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,<=50K,21,0,0,0
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,<=50K,11,0,0,0
Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,38,0,0,0
Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,8,United-States,<=50K,48,0,0,1
Local-gov,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,<=50K,23,0,0,0
Private,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,32,United-States,>50K,24,0,0,0
Private,HS-grad,9,Separated,Sales,Unmarried,White,Female,35,United-States,<=50K,13,0,0,0
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,<=50K,37,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,12,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,>50K,30,7688,0,0
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,15,0,0,0
Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,>50K,13,0,0,0
Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,34,0,0,0
Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,>50K,45,0,0,1
Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K,23,0,0,0
Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K,27,0,0,0
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,>50K,22,15024,0,0
,Bachelors,13,Married-civ-spouse,,Husband,White,Male,6,United-States,<=50K,47,0,0,1
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,37,0,0,0
Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K,19,0,0,0
Private,Some-college,10,Never-married,Machine-op-inspct,Other-relative,Black,Female,35,United-States,<=50K,20,0,0,0
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,16,United-States,<=50K,67,0,0,1
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,12,0,0,0
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,13,0,0,0
Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Male,40,Ecuador,<=50K,55,0,0,1
Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Female,38,United-States,>50K,29,0,0,0
Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,40,United-States,<=50K,15,0,0,0
Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,99,United-States,>50K,46,0,0,1
Private,Bachelors,13,Married-spouse-absent,Sales,Unmarried,White,Female,70,United-States,>50K,22,0,2472,0
Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,20,United-States,<=50K,52,0,0,1
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,63,0,0,1
Private,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Female,35,United-States,<=50K,34,0,0,0
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,43,0,0,1
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,31,0,0,0
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Wife,White,Female,50,United-States,<=50K,13,0,0,0
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,16,Trinadad&Tobago,<=50K,31,0,0,0
Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,30,United-States,<=50K,56,0,0,1
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,31,0,1651,0
Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,58,0,1740,1
Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,40,United-States,<=50K,42,0,0,0
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,50,United-States,<=50K,36,0,0,0
Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,31,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,40,0,0,0
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,49,0,0,1
Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,45,United-States,<=50K,27,0,0,0
Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,45,United-States,<=50K,52,0,0,1
,Assoc-voc,11,Divorced,,Not-in-family,White,Male,48,United-States,<=50K,57,0,0,1
Local-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,20,India,<=50K,47,0,0,1
Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,68,United-States,<=50K,16,0,0,0
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,65,United-States,<=50K,14,0,0,0
